country,spatial_democracy,pop_prop,region,pop_prop_log,rep_type
Denmark,1,27534.45810055866,Europe,10.223193521116455,Moderate
Denmark,1,28270.391061452516,Europe,10.249570283681896,Moderate
Denmark,1,28620.564245810056,Europe,10.261880768003804,Moderate
Denmark,1,28569.162011173183,Europe,10.260083163719163,Moderate
Denmark,1,28720.81005586592,Europe,10.265377228052209,Moderate
Denmark,1,29236.648044692738,Europe,10.283178271338091,Moderate
Denmark,1,29830.49162011173,Europe,10.303286358100838,Moderate
Denmark,1,30276.843575418996,Europe,10.318138460883379,Moderate
Denmark,1,30993.648044692738,Europe,10.34153756068794,Moderate
Denmark,1,31752.519553072627,Europe,10.365727357174604,Moderate
Denmark,1,32578.379888268155,Europe,10.391404153733232,Moderate
Dominica,0.6666666666666666,6619,Americas,8.797699580118923,Moderate
Dominica,0.6666666666666666,7421.5,Americas,8.91213647206482,Moderate
Dominica,0.6666666666666666,5773.181818181818,Americas,8.660978649140048,Moderate
Dominica,0.6666666666666666,6264.363636363636,Americas,8.74263228776789,Moderate
Dominica,1,3408.095238095238,Americas,8.13390883300922,Moderate
Dominica,1,3480.1428571428573,Americas,8.154828622829074,Moderate
Dominica,1,3416.3809523809523,Americas,8.136337068708409,Moderate
Dominica,1,3315.5714285714284,Americas,8.10638526440778,Moderate
Dominica,1,3308.0476190476193,Americas,8.104113451157149,Moderate
Dominica,1,3262.4285714285716,Americas,8.090227157576278,Moderate
Dominica,1,3273.0476190476193,Americas,8.093476823447473,Moderate
Dominica,1,3279,Americas,8.095293776844649,Moderate
Dominica,1,3352.8571428571427,Americas,8.117568139789755,Moderate
Dominica,1,3217.7619047619046,Americas,8.076441336238874,Moderate
Dominican Republic,0.5,43557.32673267327,Americas,10.681833205390355,Moderate
Dominican Republic,0.5,42769.28813559322,Americas,10.663575557070125,Moderate
Dominican Republic,0.5,48551.161016949154,Americas,10.790373387273894,Moderate
Dominican Republic,0.5,43744.244897959186,Americas,10.686115337943429,Moderate
Dominican Republic,0.5,47674.44,Americas,10.772150684201415,Moderate
Dominican Republic,0.5,52587.433333333334,Americas,10.870232460169584,Moderate
Dominican Republic,0.5,47956.3687150838,Americas,10.778046891410128,Moderate
Dominican Republic,0.5,50687,Americas,10.833424746444134,Moderate
Dominican Republic,0.25,45675.232558139534,Americas,10.729311472818129,Moderate
Dominican Republic,0.5,48534.08837209302,Americas,10.790021683072904,Moderate
Dominican Republic,0.5,51201.395348837206,Americas,10.843522063563222,Moderate
Ecuador,1,118346.04347826086,Americas,11.68136818369688,Low
Ecuador,1,134944.26086956522,Americas,11.812617089713475,Low
Ecuador,0.5,145467.68055555556,Americas,11.88770921415394,Low
Ecuador,0.5,150526.15584415584,Americas,11.92189214105524,Low
Ecuador,1,138461.63,Americas,11.838348526515748,Low
Ecuador,1,121586.25,Americas,11.708379166462775,Low
Ecuador,1,118731.5693430657,Americas,11.684620504319184,Low
Ecuador,1,128073.46715328467,Americas,11.760359340383525,Low
El Salvador,0.3333333333333333,81578.43333333333,Americas,11.309320208633869,Low
El Salvador,1,89995.43333333333,Americas,11.407514207284306,Low
El Salvador,1,68596.79761904762,Americas,11.13600113068626,Low
El Salvador,1,70754.35714285714,Americas,11.166969398667254,Low
El Salvador,1,71494.97619047618,Americas,11.177382463143271,Low
El Salvador,1,72241.05952380953,Americas,11.187763854702713,Low
El Salvador,1,73615.19047619047,Americas,11.206606675760543,Low
El Salvador,0.3333333333333333,74222.29761904762,Americas,11.21481989100754,Low
Equatorial Guinea,0,9165.8,Africa,9.123234445062304,Moderate
Estonia,0.6666666666666666,14383.930693069307,Europe,9.57386693836479,Moderate
Estonia,0.6666666666666666,13831.653465346535,Europe,9.534714973936694,Moderate
Estonia,0.6666666666666666,13414.336633663366,Europe,9.504079312040584,Moderate
Estonia,0.6666666666666666,13182.653465346535,Europe,9.486657112933413,Moderate
Estonia,0.6666666666666666,13015.60396039604,Europe,9.473904221299822,Moderate
Estonia,0.6666666666666666,13165.039603960397,Europe,9.485320080202406,Moderate
Fiji,0.25,14755.222222222223,Oceania,9.599352348071639,Moderate
Fiji,0.5,7830.843137254902,Oceania,8.965825463552346,Moderate
Finland,0.5,21175.985,Europe,9.960623035557612,Moderate
Finland,0.5,22148.12,Europe,10.005507896024621,Moderate
Finland,0.5,22820.75,Europe,10.035425488783094,Moderate
Finland,0.5,23031.525,Europe,10.04461920859897,Moderate
Finland,0.5,23555.84,Europe,10.067129051716721,Moderate
Finland,0.5,23896.75,Europe,10.081497745409441,Moderate
Finland,0.5,24511.305,Europe,10.10688971867882,Moderate
Finland,0.5,24932.875,Europe,10.12394249277256,Moderate
Finland,0.75,25539.61,Europe,10.147985859305493,Moderate
Finland,0.75,25881.01,Europe,10.161264774128448,Moderate
Finland,0.75,26230.41,Europe,10.174674703695677,Moderate
Finland,0.75,26816.75,Europe,10.19678197126779,Moderate
Finland,0.75,27398.585,Europe,10.218246648706884,Moderate
Finland,0.75,27648.06,Europe,10.227310841740316,Moderate
France,0.8333333333333334,46704.857142857145,Europe,10.751603445590295,Moderate
France,0.8333333333333334,53000.15296803653,Europe,10.878050078719463,Moderate
France,0.8333333333333334,63755.333333333336,Europe,11.062808119652079,Low
France,0.8333333333333334,65905.4150453956,Europe,11.095975887758108,Low
France,0.8333333333333334,68059.7741935484,Europe,11.128141630293712,Low
France,1,68627.30407124682,Europe,11.136445753056908,Low
France,1,68647.46287128713,Europe,11.136739453066518,Low
France,1,63463.51670378619,Europe,11.05822047967152,Low
France,1,64802.007795100224,Europe,11.079091866352645,Low
France,1,66240.21937639198,Europe,11.101043100895323,Low
France,1,68244.77519379844,Europe,11.130856156179785,Low
France,1,68931.91630434783,Europe,11.140874576223684,Low
France,1,70179.8227027027,Europe,11.15881612281174,Low
France,1,71248.9481081081,Europe,11.173935334626943,Low
Georgia,0.5,17132.47234042553,Asia,9.748730909008101,Moderate
Georgia,0.5,25972.833333333332,Asia,10.164806398949667,Moderate
Georgia,0.5,25277.153333333332,Asia,10.137656236435088,Moderate
Georgia,0.25,25304.52,Asia,10.13873831488499,Moderate
Germany,0.7777777777777778,128581.6307129799,Europe,11.764319240092934,Low
Germany,0.7777777777777778,130020.78571428571,Europe,11.775449606766548,Low
Germany,0.7777777777777778,135172.53380782917,Europe,11.81430726964382,Low
Germany,0.7777777777777778,139901.79248658317,Europe,11.848695973198963,Low
Germany,0.7777777777777778,140790.45617173525,Europe,11.855027937537518,Low
Germany,0.7777777777777778,140099.06082289803,Europe,11.850105028683057,Low
Germany,0.7777777777777778,138793.98217468805,Europe,11.840745970024795,Low
Germany,1,142335.64107142857,Europe,11.865943217027807,Low
Germany,1,110688.11066126855,Europe,11.614471711494893,Low
Germany,1,110836.39295392953,Europe,11.615810455628273,Low
Germany,1,122093.34970238095,Europe,11.712541192623505,Low
Germany,1,116976.73516642547,Europe,11.669730349276252,Low
Germany,1,117253.64285714286,Europe,11.672094754969965,Low
Germany,1,119469.58285714286,Europe,11.690817081193412,Low
Ghana,0,56874.25961538462,Africa,10.94859813841704,Moderate
Ghana,0,63755.80714285714,Africa,11.062815551308983,Low
